Date,Close/Last,Volume,Open,High,Low,Name
2021-10-12,80.64,563724.0,80.5,81.62,79.47,WTI Crude Oil
2021-10-11,80.52,616208.0,79.59,82.18,79.55,WTI Crude Oil
2021-10-08,79.35,617865.0,78.86,80.11,78.63,WTI Crude Oil
2021-10-07,78.3,512312.0,77.0,78.89,74.96,WTI Crude Oil
2021-10-06,77.43,442865.0,79.04,79.78,76.83,WTI Crude Oil
2021-10-05,78.93,421795.0,77.58,79.48,77.47,WTI Crude Oil
2021-10-04,77.62,434907.0,75.9,78.38,75.32,WTI Crude Oil
2021-10-01,75.88,366613.0,75.12,75.99,74.23,WTI Crude Oil
2021-09-30,75.03,566200.0,74.78,76.07,74.53,WTI Crude Oil
2021-09-29,74.83,408452.0,74.38,75.79,73.74,WTI Crude Oil
